user_id,age_group,gender,country,device_type,signup_source,signup_date,trial_end_date,subscription_date,cancellation_date,last_active_date,is_premium,free_trial_used,cancelled_subscription,subscription_plan,monthly_cost,payment_method,daily_listening_mins,skip_rate,repeat_play_count,playlist_count
U00295,55+,M,UK,tablet,social_media,2021-06-15,2021-07-30,,,2023-07-02,0,1,0,free,0.0,,30.0,0.65,94.0,7.0
U00979,35-44,Prefer not to say,Canada,desktop,,2022-03-30,,,,,0,0,0,free,0.0,,136.0,0.17,37.0,4.0
U00985,,F,UK,mobile,social_media,2023-10-11,,2023-12-03,,2023-09-30,1,0,0,family,15.99,apple_pay,119.0,0.38,90.0,
U01972,18-24,Prefer not to say,UK,tablet,,2023-02-02,2023-03-30,,,2023-05-02,0,1,0,free,0.0,,6.0,0.68,0.0,10.0
U00089,45-54,,UK,mobile,,2021-01-05,,2021-09-17,,2023-11-06,1,0,0,family,15.99,apple_pay,56.0,0.75,83.0,18.0
U00042,25-34,Prefer not to say,Canada,mobile,social_media,2022-07-08,,,,2023-02-02,0,0,0,free,0.0,,13.0,0.98,36.0,33.0
U01866,35-44,Prefer not to say,,mobile,organic,2022-05-01,,2022-03-30,2023-03-30,,1,0,1,individual,,card,37.0,0.55,85.0,42.0
U01290,55+,Other,UK,desktop,referral,2021-06-24,,2021-08-11,2023-04-20,2023-06-13,1,0,1,individual,9.99,paypal,116.0,,4.0,5.0
U00132,55+,Prefer not to say,US,mobile,organic,2022-01-21,2022-02-28,2022-06-19,2023-09-26,2023-05-25,1,1,1,individual,9.99,apple_pay,139.0,0.78,50.0,23.0
U01667,45-54,Other,US,mobile,social_media,2022-03-30,2022-07-18,2022-09-30,2023-04-04,2024-09-12,1,1,1,individual,,apple_pay,60.0,0.25,16.0,34.0
U00410,55+,F,US,tablet,,2021-11-11,,2022-03-03,2024-03-30,2023-03-30,1,0,1,individual,9.99,google_pay,,0.19,26.0,43.0
U01108,25-34,Prefer not to say,India,mobile,social_media,2021-03-30,,2021-12-04,,2024-04-30,1,0,0,student,4.99,card,77.0,0.13,,
U01922,18-24,Other,India,mobile,ad,2023-11-13,2023-12-13,,,2023-04-06,0,1,0,,0.0,,17.0,0.22,24.0,15.0
U01663,18-24,Other,US,mobile,organic,2021-03-30,2021-07-24,,,2024-10-27,0,1,0,free,0.0,,60.0,0.48,82.0,21.0
U01552,55+,Other,US,desktop,organic,2023-12-08,2023-09-11,,,2024-03-30,0,1,0,free,0.0,,32.0,0.59,45.0,43.0
U00165,18-24,Other,Canada,tablet,social_media,2021-04-30,2021-05-10,2021-05-15,,2023-01-03,1,1,0,,15.99,google_pay,96.0,0.64,68.0,6.0
U00725,,,UK,mobile,organic,2021-04-30,,2021-09-17,,,1,0,0,individual,9.99,paypal,95.0,,75.0,32.0
U00291,18-24,M,UK,desktop,ad,2023-03-28,,,,2023-06-01,0,0,0,free,0.0,,49.0,0.02,20.0,
U01183,,Other,UK,desktop,referral,2021-06-20,,2021-03-30,2023-05-06,2024-11-30,1,0,1,family,15.99,card,109.0,0.28,49.0,
U01589,,F,India,desktop,organic,2022-05-20,2022-06-19,,,2023-03-30,0,1,0,free,0.0,,25.0,0.96,53.0,2.0
U01966,18-24,Prefer not to say,UK,tablet,ad,2021-03-04,,2021-03-30,,2023-02-05,1,0,0,family,15.99,apple_pay,101.0,0.87,35.0,16.0
U01058,,Prefer not to say,Brazil,mobile,referral,2023-03-30,,2023-06-16,,2024-03-30,1,0,0,family,15.99,paypal,79.0,0.7,28.0,44.0
U01407,35-44,F,,mobile,,2021-08-02,2021-03-30,2021-08-20,2022-07-30,2024-03-30,1,1,1,student,4.99,paypal,114.0,0.13,86.0,36.0
U00779,,F,US,desktop,referral,2022-11-17,,2023-05-04,,2024-09-20,1,0,0,family,15.99,card,26.0,0.65,95.0,31.0
U00840,55+,M,US,mobile,,2022-10-30,2022-11-30,2023-04-07,,2024-04-10,1,1,0,student,4.99,paypal,67.0,0.59,27.0,29.0
U00349,,F,UK,mobile,,2022-06-29,,2022-03-30,2023-03-30,2024-02-20,1,0,1,family,15.99,google_pay,109.0,0.45,68.0,42.0
U00572,25-34,Prefer not to say,UK,tablet,social_media,2022-03-30,,2022-03-30,2023-08-28,2023-08-30,1,0,1,student,4.99,google_pay,114.0,0.08,47.0,39.0
U00918,25-34,F,UK,,referral,2022-12-28,,2023-04-30,,2024-03-30,1,0,0,individual,9.99,paypal,150.0,0.51,95.0,49.0
U01030,25-34,Other,UK,desktop,,2022-07-30,2022-08-23,2022-08-23,,2023-01-21,1,1,0,student,,google_pay,48.0,0.15,3.0,12.0
U01985,45-54,F,UK,smart_tv,,2023-03-30,,2024-01-02,,2024-08-24,1,0,0,student,,apple_pay,38.0,0.91,27.0,3.0
U01809,45-54,M,UK,mobile,,2023-03-30,,,,2024-03-30,0,0,0,free,0.0,,97.0,0.61,36.0,
U01645,55+,M,US,mobile,social_media,2021-02-07,2021-03-30,2021-07-15,,2023-08-23,1,1,0,family,15.99,paypal,80.0,0.92,98.0,32.0
U01362,45-54,M,France,mobile,organic,2023-04-30,2023-05-02,2023-04-26,,2024-01-31,1,1,0,individual,9.99,card,5.0,,68.0,11.0
U01911,18-24,Other,France,smart_tv,,2021-01-12,2021-12-30,,,2023-09-01,0,1,0,free,0.0,,154.0,0.01,96.0,35.0
U00137,35-44,Other,France,desktop,ad,2023-05-02,,2023-03-30,,2023-03-03,1,0,0,individual,9.99,google_pay,105.0,0.76,26.0,3.0
U00459,45-54,F,Germany,desktop,social_media,2023-03-30,2023-04-30,2023-06-20,2024-08-03,2024-03-30,1,1,1,individual,9.99,paypal,93.0,0.6,53.0,50.0
U00376,25-34,M,US,mobile,ad,2022-03-06,2022-07-03,2022-07-03,,2024-03-30,1,1,0,student,4.99,google_pay,24.0,0.19,22.0,4.0
U01387,25-34,,India,tablet,organic,2022-09-30,2022-10-30,2023-01-30,,2024-03-30,1,1,0,student,4.99,card,86.0,0.58,54.0,37.0
U00334,35-44,F,UK,smart_tv,referral,2022-11-09,,2023-04-30,2023-11-01,2023-03-30,1,0,1,family,15.99,apple_pay,27.0,0.13,16.0,19.0
U01351,18-24,M,Brazil,mobile,ad,2022-08-30,2022-09-20,2022-03-30,,2024-03-30,1,1,0,,9.99,apple_pay,69.0,0.94,36.0,17.0
U01597,35-44,Other,UK,desktop,,2021-01-08,2021-08-31,,,2024-12-19,0,1,0,free,0.0,,78.0,0.79,84.0,30.0
U01994,35-44,Prefer not to say,UK,mobile,,2023-06-12,2023-12-07,2023-09-30,,2023-05-05,1,1,0,individual,9.99,apple_pay,88.0,0.68,21.0,
U01844,45-54,F,France,desktop,referral,2021-11-17,,2021-12-13,2022-08-07,2023-06-16,1,0,1,family,15.99,paypal,91.0,0.83,30.0,32.0
U00817,35-44,Prefer not to say,US,mobile,referral,2021-03-30,2021-02-18,2021-05-30,2022-03-31,2024-06-30,1,1,1,individual,9.99,google_pay,119.0,0.8,75.0,45.0
U01710,45-54,Prefer not to say,UK,desktop,referral,2022-10-30,,2023-02-28,2024-08-25,2023-12-18,1,0,1,student,4.99,apple_pay,172.0,0.12,98.0,17.0
U00606,35-44,Other,Brazil,mobile,,2021-03-30,2022-03-30,2022-04-29,2023-10-30,2024-03-30,1,1,1,student,4.99,google_pay,149.0,0.16,62.0,22.0
U01924,35-44,M,Australia,mobile,referral,2023-06-30,,2023-03-30,,2023-03-30,1,0,0,student,4.99,apple_pay,179.0,0.63,50.0,48.0
U00550,35-44,F,UK,tablet,,2023-02-07,2023-09-03,,,,0,1,0,free,0.0,,24.0,0.49,74.0,34.0
U01056,35-44,Prefer not to say,India,tablet,organic,2022-08-01,2022-08-31,,,2024-08-30,0,1,0,,0.0,,170.0,0.36,39.0,40.0
U00911,25-34,M,UK,,social_media,2021-12-26,2022-01-25,2022-05-05,,2023-12-30,1,1,0,individual,9.99,google_pay,35.0,0.26,10.0,17.0
U01861,45-54,M,UK,mobile,,2021-03-30,2021-07-30,,,2024-04-23,0,1,0,free,0.0,,8.0,0.55,52.0,10.0
U01166,18-24,M,,tablet,,2021-10-30,2021-11-30,2021-10-23,,2024-11-10,1,1,0,individual,9.99,,22.0,0.45,29.0,
U00329,25-34,F,Canada,desktop,organic,2021-10-14,,,,2023-03-30,0,0,0,free,0.0,,146.0,0.32,98.0,12.0
U01643,45-54,M,France,tablet,ad,2021-03-30,,2021-06-30,2021-11-05,2023-11-07,1,0,1,individual,9.99,card,42.0,0.51,48.0,4.0
U00319,18-24,F,Germany,mobile,,2022-12-30,,,,,0,0,0,free,0.0,,146.0,0.29,46.0,5.0
U01583,18-24,F,UK,mobile,social_media,2022-09-30,2022-10-06,2022-12-03,2024-03-30,2023-08-08,1,1,1,family,15.99,apple_pay,78.0,0.44,74.0,38.0
U01404,18-24,M,Germany,desktop,referral,2021-12-04,,2021-09-17,,2024-12-30,1,0,0,individual,9.99,card,70.0,0.85,49.0,34.0
U01794,25-34,M,US,tablet,,2021-08-05,2021-09-04,2022-01-16,,2024-07-09,1,1,0,family,15.99,card,76.0,0.2,18.0,20.0
U00168,45-54,M,UK,tablet,organic,2021-01-09,,2021-03-14,2021-11-01,2023-01-02,1,0,1,family,15.99,apple_pay,116.0,0.18,17.0,1.0
U00013,55+,F,UK,mobile,organic,2021-11-27,2021-03-30,2022-01-13,2023-10-24,2023-02-28,1,1,1,family,15.99,card,25.0,0.27,9.0,23.0
U01998,45-54,Prefer not to say,UK,desktop,organic,2021-01-27,2021-02-28,2021-06-25,,2024-03-04,1,1,0,student,4.99,apple_pay,78.0,0.95,8.0,45.0
U00172,55+,F,Brazil,mobile,,2023-12-16,,2024-01-20,2025-03-30,2024-12-30,1,0,1,individual,9.99,apple_pay,162.0,0.72,12.0,26.0
U00650,25-34,Other,India,tablet,social_media,2021-03-30,2021-09-17,2022-01-18,2023-11-30,2023-05-09,1,1,1,individual,9.99,paypal,101.0,0.19,62.0,21.0
U01651,55+,M,UK,mobile,referral,2021-03-30,,2022-03-30,,2023-03-30,1,0,0,individual,9.99,card,53.0,0.5,79.0,34.0
U00261,35-44,M,US,desktop,organic,2022-03-29,2022-04-28,2022-03-30,2022-11-22,2023-06-10,1,1,1,student,4.99,,73.0,0.48,16.0,25.0
U01838,35-44,Other,UK,mobile,social_media,2022-10-30,2022-03-30,,,2024-07-05,0,1,0,free,0.0,,167.0,0.7,28.0,17.0
U01789,35-44,,France,desktop,social_media,2023-05-23,2023-06-22,,,2024-03-30,0,1,0,free,0.0,,145.0,0.74,46.0,22.0
U01460,25-34,Prefer not to say,UK,smart_tv,organic,2023-01-25,2023-02-28,,,2023-10-29,0,1,0,free,0.0,,73.0,0.12,80.0,3.0
U00902,45-54,Prefer not to say,UK,mobile,,2021-07-30,,2021-03-30,2023-02-08,2024-03-30,1,0,1,family,15.99,google_pay,104.0,0.5,16.0,11.0
U00259,18-24,Prefer not to say,France,mobile,ad,2023-06-17,,2023-09-11,,2024-03-30,1,0,0,family,15.99,card,,0.77,23.0,28.0
U00845,,F,UK,mobile,,2022-03-30,,2022-02-23,2022-10-15,2024-03-09,1,0,1,individual,9.99,apple_pay,149.0,0.05,78.0,46.0
U00139,55+,M,Brazil,mobile,social_media,2021-05-31,2021-03-30,,,2024-05-29,0,1,0,free,0.0,,9.0,0.62,4.0,31.0
U00320,45-54,Prefer not to say,,mobile,referral,2021-07-10,,2021-07-26,2023-03-30,2023-10-27,1,0,1,student,4.99,google_pay,167.0,0.1,86.0,32.0
U01975,35-44,Other,UK,desktop,organic,2021-09-29,,2022-01-30,2023-06-07,2023-03-30,1,0,1,individual,9.99,card,169.0,,46.0,11.0
U01482,35-44,Prefer not to say,UK,mobile,,2023-03-30,2023-08-24,,,2023-01-11,0,1,0,free,0.0,,140.0,0.15,24.0,38.0
U01348,45-54,F,UK,mobile,social_media,2022-12-30,,2023-04-14,2025-03-30,2023-03-30,1,0,1,individual,9.99,card,53.0,0.96,37.0,26.0
U00559,35-44,F,,tablet,ad,2022-07-24,,,,2023-12-24,0,0,0,free,0.0,,23.0,0.51,20.0,8.0
U00140,18-24,Other,France,mobile,,2023-12-09,2024-03-30,2024-03-30,,2024-04-25,1,1,0,student,4.99,google_pay,76.0,0.47,93.0,27.0
U01976,35-44,Other,UK,tablet,ad,2022-01-30,,2022-06-11,2023-01-30,2024-03-30,1,0,1,student,4.99,google_pay,174.0,0.93,13.0,8.0
U00532,18-24,M,India,mobile,ad,2023-10-06,,2023-11-28,2024-03-30,2023-09-14,1,0,1,student,4.99,apple_pay,22.0,0.21,93.0,3.0
U00225,25-34,F,Brazil,mobile,organic,2021-03-21,,2021-05-09,,2023-05-03,1,0,0,family,15.99,card,143.0,0.29,70.0,17.0
U00724,35-44,M,UK,mobile,referral,2022-10-14,2022-11-13,2022-03-30,,2024-09-28,1,1,0,family,15.99,paypal,34.0,0.62,19.0,8.0
U01777,55+,F,US,desktop,referral,2021-01-15,,2021-06-13,2022-03-30,2024-07-30,1,0,1,individual,9.99,apple_pay,96.0,0.96,99.0,11.0
U00326,45-54,Prefer not to say,US,mobile,ad,2021-07-30,2021-08-21,2022-01-30,,2023-03-29,1,1,0,individual,9.99,paypal,50.0,0.48,66.0,16.0
U01306,18-24,Other,UK,tablet,social_media,2022-01-18,2022-03-30,2022-03-30,,2023-08-11,1,1,0,individual,9.99,google_pay,,0.71,58.0,20.0
U00715,55+,Prefer not to say,Germany,mobile,organic,2022-03-30,,2022-08-12,,2023-03-30,1,0,0,student,4.99,apple_pay,102.0,0.15,17.0,44.0
U00847,45-54,F,France,mobile,,2023-07-15,2023-08-30,2023-12-30,,2024-10-30,1,1,0,family,,card,86.0,0.12,86.0,10.0
U00194,35-44,Prefer not to say,France,tablet,,2021-04-11,,,,2024-10-13,0,0,0,free,0.0,,43.0,0.47,40.0,29.0
U00574,55+,F,US,tablet,,2021-10-24,2021-11-23,2022-04-03,2023-02-16,2024-02-25,1,1,1,individual,9.99,apple_pay,131.0,0.63,41.0,19.0
U00947,55+,Other,UK,mobile,,2023-08-22,,,,2024-10-10,0,0,0,free,0.0,,96.0,0.23,44.0,5.0
U00504,25-34,Prefer not to say,Germany,smart_tv,,2023-03-30,2023-04-10,2023-07-30,2025-05-22,2023-01-27,1,1,1,individual,9.99,card,,0.73,48.0,43.0
U01512,35-44,Other,Germany,mobile,ad,2021-12-31,2022-01-30,2022-04-30,,2023-12-30,1,1,0,student,4.99,card,54.0,,41.0,28.0
U01476,45-54,Prefer not to say,UK,tablet,,2023-12-24,,2024-01-24,2025-03-30,,1,0,1,family,15.99,paypal,62.0,0.11,44.0,7.0
U01850,18-24,M,Germany,mobile,,2022-12-30,,,,2024-08-22,0,0,0,free,0.0,,118.0,0.5,30.0,38.0
U00004,35-44,M,US,smart_tv,ad,2021-05-12,2021-03-30,2021-10-30,2023-02-09,2023-11-30,1,1,1,family,15.99,paypal,14.0,0.76,49.0,34.0
U01190,25-34,Prefer not to say,UK,mobile,,2021-07-23,,,,2024-08-30,0,0,0,free,0.0,,54.0,1.0,5.0,13.0
U00468,18-24,Other,UK,mobile,social_media,2021-07-30,2021-08-29,2021-03-30,2023-09-20,2024-01-30,1,1,1,family,15.99,google_pay,147.0,0.96,66.0,0.0
U00006,25-34,Prefer not to say,US,mobile,organic,2022-06-30,,2022-09-20,2024-07-05,2024-05-30,1,0,1,family,15.99,paypal,162.0,0.01,76.0,38.0
U01421,55+,Prefer not to say,US,mobile,referral,2022-10-25,,2023-03-16,,2023-01-03,1,0,0,family,15.99,google_pay,89.0,0.34,59.0,
U00548,35-44,Prefer not to say,UK,tablet,,2023-01-07,,2023-03-30,,2024-03-30,1,0,0,family,15.99,card,61.0,0.79,80.0,13.0
U00229,18-24,Other,US,mobile,referral,2023-09-11,,2023-12-30,2024-09-18,2024-03-30,1,0,1,individual,9.99,apple_pay,58.0,0.58,22.0,0.0
U00543,25-34,F,Brazil,mobile,,2021-03-30,2021-08-20,2021-08-20,2022-03-30,2023-08-06,1,1,1,family,15.99,paypal,75.0,,15.0,50.0
U00243,45-54,,UK,desktop,,2022-03-10,2022-04-09,2022-07-27,2023-03-04,2024-02-05,1,1,1,student,4.99,apple_pay,98.0,0.41,62.0,5.0
U00899,55+,Other,UK,tablet,referral,2021-03-30,,,,2023-09-24,0,0,0,free,0.0,,169.0,0.28,,30.0
U01174,25-34,Other,UK,desktop,,2023-01-19,,,,2024-08-30,0,0,0,free,0.0,,164.0,0.4,99.0,20.0
U01232,45-54,F,UK,desktop,organic,2023-03-10,2023-09-04,2023-05-26,2024-07-30,2023-02-23,1,1,1,student,4.99,,160.0,0.41,45.0,6.0
U01125,45-54,M,France,mobile,organic,2022-07-04,2022-03-08,,,2023-03-30,0,1,0,free,0.0,,180.0,0.55,41.0,20.0
U00843,55+,F,Brazil,mobile,social_media,2022-02-04,2022-03-30,2022-07-30,2024-01-23,2023-12-09,1,1,1,individual,9.99,paypal,98.0,0.78,25.0,26.0
U01469,45-54,Other,Germany,desktop,social_media,2022-03-08,2022-04-07,2022-06-29,,2024-11-30,1,1,0,individual,9.99,paypal,24.0,0.29,15.0,36.0
U01913,35-44,Other,UK,mobile,organic,2023-01-19,2023-02-28,2023-03-30,2025-05-30,2024-04-30,1,1,1,student,4.99,card,140.0,0.45,28.0,20.0
U00662,18-24,M,,mobile,ad,2023-10-15,2023-11-14,2023-03-30,,2023-03-06,1,1,0,individual,9.99,paypal,80.0,0.65,61.0,5.0
U01252,18-24,Prefer not to say,UK,tablet,,2022-03-30,2022-12-04,2023-03-30,,2023-11-10,1,1,0,student,4.99,google_pay,171.0,0.96,77.0,11.0
U00315,25-34,Prefer not to say,US,desktop,ad,2023-12-30,2024-11-01,,,2024-02-13,0,1,0,free,0.0,,92.0,0.78,92.0,0.0
U00692,35-44,M,Germany,desktop,,2022-03-18,2022-04-17,2022-08-04,2024-04-30,2024-07-17,1,1,1,family,15.99,card,135.0,0.27,77.0,33.0
U01557,55+,Prefer not to say,UK,mobile,,2022-07-30,,2022-12-30,,2023-02-01,1,0,0,family,15.99,google_pay,33.0,0.05,84.0,31.0
U00425,25-34,F,UK,mobile,referral,2022-06-16,2022-03-30,2022-08-09,2023-09-30,2024-03-30,1,1,1,individual,9.99,card,63.0,0.11,60.0,17.0
U00595,55+,Other,UK,mobile,,2021-03-30,,2021-03-30,2023-06-30,2023-08-24,1,0,1,student,4.99,,53.0,0.75,77.0,15.0
U01081,25-34,,US,mobile,social_media,2021-04-24,2021-05-24,2021-05-09,2022-06-29,2024-03-30,1,1,1,family,15.99,card,,0.76,,23.0
U00623,18-24,M,France,desktop,organic,2021-09-30,2021-10-30,2021-03-30,,2024-02-19,1,1,0,family,15.99,google_pay,102.0,0.22,38.0,24.0
U01211,55+,Other,UK,mobile,,2023-09-22,,,,2023-10-30,0,0,0,free,0.0,,88.0,0.7,84.0,0.0
U00228,45-54,Other,Germany,mobile,referral,2023-10-15,,,,2024-04-03,0,0,0,free,0.0,,,0.8,31.0,22.0
U01158,25-34,F,US,smart_tv,,2021-09-17,2021-10-17,2021-12-31,2023-08-19,,1,1,1,student,4.99,google_pay,139.0,,64.0,17.0
U01376,18-24,M,US,,referral,2021-02-11,,2022-02-11,2023-01-14,2024-08-31,1,0,1,,9.99,card,138.0,0.42,28.0,41.0
U01138,18-24,F,UK,smart_tv,social_media,2023-04-22,,2023-05-30,2023-03-30,2023-10-09,1,0,1,student,4.99,card,,0.15,43.0,42.0
U00067,18-24,F,UK,desktop,referral,2022-10-28,,2023-04-21,2024-12-24,2024-01-26,1,0,1,,9.99,card,12.0,0.83,13.0,45.0
U00025,55+,Prefer not to say,Brazil,smart_tv,organic,2022-07-04,,2022-09-30,2024-03-30,2024-12-30,1,0,1,family,15.99,paypal,52.0,0.98,1.0,42.0
U00145,25-34,F,UK,mobile,social_media,2023-07-14,,2023-03-30,,2023-06-15,1,0,0,student,4.99,apple_pay,,0.06,20.0,15.0
U00537,18-24,Prefer not to say,UK,,organic,2021-01-14,2021-02-13,2021-01-24,,2023-01-15,1,1,0,individual,9.99,google_pay,13.0,,43.0,14.0
U00812,55+,Prefer not to say,UK,mobile,organic,2022-03-30,2022-03-26,2022-08-30,,2023-07-24,1,1,0,student,4.99,google_pay,111.0,0.47,99.0,3.0
U01160,55+,,Germany,,organic,2023-10-22,,,,2023-03-30,0,0,0,free,0.0,,89.0,0.67,8.0,33.0
U00086,18-24,Other,India,mobile,organic,2021-09-29,,2021-11-02,2023-03-30,2024-09-30,1,0,1,,9.99,google_pay,38.0,0.74,,23.0
U01377,55+,F,UK,mobile,,2022-03-16,2022-04-15,2022-07-05,,2024-03-01,1,1,0,family,,,76.0,0.81,78.0,18.0
U01224,18-24,F,US,mobile,referral,2021-01-30,2021-01-03,2021-03-30,2022-01-17,2023-07-30,1,1,1,individual,9.99,card,20.0,0.76,100.0,39.0
U01221,35-44,F,India,mobile,social_media,2021-11-30,,2021-12-30,,,1,0,0,student,4.99,paypal,4.0,0.31,75.0,12.0
U01869,45-54,F,France,mobile,ad,2022-09-20,,2023-01-30,2024-12-26,2023-10-25,1,0,1,family,15.99,google_pay,179.0,0.53,44.0,50.0
U01883,35-44,Other,US,desktop,,2023-03-30,2023-08-05,2023-11-24,2024-03-30,2023-03-30,1,1,1,student,4.99,card,134.0,0.61,67.0,28.0
U01419,25-34,M,US,mobile,,2021-10-07,2021-06-11,2021-03-30,,2023-04-03,1,1,0,family,15.99,apple_pay,,0.09,64.0,8.0
U01617,18-24,Other,UK,mobile,organic,2022-11-19,,2023-03-31,2024-05-30,2024-02-11,1,0,1,family,15.99,apple_pay,152.0,0.66,27.0,13.0
U00363,45-54,F,Brazil,mobile,,2021-10-08,,2021-10-23,2022-01-03,2023-12-20,1,0,1,student,4.99,paypal,66.0,0.81,56.0,5.0
U01666,35-44,F,Canada,desktop,ad,2021-01-08,2021-03-30,2021-02-04,2022-01-21,2023-07-30,1,1,1,individual,9.99,apple_pay,47.0,0.71,7.0,15.0
U01193,18-24,Prefer not to say,UK,,,2023-03-30,,,,2024-03-30,0,0,0,free,0.0,,124.0,0.34,24.0,17.0
U01027,25-34,F,Brazil,desktop,organic,2022-04-25,,2022-10-30,,2024-06-23,1,0,0,student,4.99,card,21.0,0.21,58.0,31.0
U01031,55+,Prefer not to say,US,desktop,social_media,2022-04-30,,2022-06-17,,2023-03-28,1,0,0,individual,9.99,apple_pay,38.0,0.38,35.0,25.0
U01259,45-54,Prefer not to say,UK,desktop,organic,2021-03-30,2021-03-30,2021-06-19,,2023-09-29,1,1,0,family,,card,6.0,0.38,36.0,8.0
U01429,55+,M,UK,mobile,ad,2023-03-30,2023-03-30,2023-07-08,2024-05-11,2024-03-19,1,1,1,individual,9.99,google_pay,29.0,0.9,38.0,8.0
U01111,18-24,Prefer not to say,,mobile,organic,2023-03-18,2023-04-30,,,2023-12-10,0,1,0,free,0.0,,157.0,0.98,72.0,34.0
U00666,25-34,Other,India,desktop,social_media,2022-09-05,2022-10-05,2023-03-30,2024-02-21,2023-03-30,1,1,1,individual,9.99,paypal,53.0,0.09,12.0,45.0
U00365,25-34,Prefer not to say,UK,mobile,referral,2021-10-31,2021-11-30,2021-11-25,2022-11-30,2024-03-30,1,1,1,student,4.99,card,146.0,0.14,99.0,16.0
U00078,55+,F,Canada,mobile,social_media,2023-08-05,2023-09-04,,,2023-10-10,0,1,0,free,0.0,,90.0,0.16,41.0,24.0
U00028,45-54,Other,Brazil,tablet,social_media,2023-03-30,,,,2023-02-26,0,0,0,,0.0,,139.0,0.74,79.0,2.0
U01487,35-44,Prefer not to say,Canada,desktop,social_media,2021-09-25,,2022-01-30,2023-09-11,2024-12-30,1,0,1,student,4.99,paypal,138.0,0.64,23.0,18.0
U00526,55+,F,US,mobile,social_media,2023-03-30,2023-10-30,2024-03-30,,2024-07-23,1,1,0,student,4.99,apple_pay,162.0,0.68,51.0,3.0
U00056,55+,M,India,tablet,social_media,2023-08-07,2023-09-06,,,2024-03-27,0,1,0,free,0.0,,82.0,0.87,15.0,23.0
U00639,25-34,Other,US,desktop,organic,2022-03-24,,2022-03-30,2022-10-29,,1,0,1,student,4.99,paypal,136.0,0.49,98.0,38.0
U00303,18-24,Prefer not to say,UK,smart_tv,organic,2022-03-04,2022-04-03,2022-07-29,,2023-10-12,1,1,0,student,4.99,google_pay,97.0,0.38,62.0,7.0
U00719,25-34,F,UK,smart_tv,social_media,2022-01-30,,2022-04-30,,2024-03-30,1,0,0,family,15.99,paypal,175.0,0.47,55.0,2.0
U00625,35-44,Other,UK,mobile,organic,2021-11-15,2021-12-15,2022-03-30,,2023-10-30,1,1,0,individual,9.99,,126.0,0.8,39.0,3.0
U00008,35-44,,Brazil,mobile,organic,2023-03-30,,2023-10-29,2024-01-31,2024-03-30,1,0,1,individual,9.99,apple_pay,64.0,0.29,53.0,22.0
U00804,35-44,M,France,mobile,,2021-05-27,2021-03-30,,,2024-06-30,0,1,0,free,0.0,,95.0,0.41,81.0,23.0
U01050,35-44,F,UK,mobile,social_media,2022-02-05,,2022-03-30,2023-03-30,2023-09-01,1,0,1,individual,9.99,card,153.0,0.6,,37.0
U00337,55+,M,US,mobile,,2022-02-28,2022-03-30,2022-06-30,,2023-04-30,1,1,0,family,15.99,paypal,92.0,0.46,4.0,4.0
U00048,45-54,Other,Brazil,mobile,referral,2022-03-30,2022-07-16,,,2023-04-09,0,1,0,free,0.0,,69.0,0.58,86.0,3.0
U00107,45-54,F,US,mobile,organic,2023-03-30,,2023-11-07,2023-05-10,2024-05-30,1,0,1,individual,9.99,card,102.0,0.3,76.0,49.0
U00350,18-24,F,India,desktop,,2023-03-30,,2024-01-13,,,1,0,0,student,4.99,,156.0,0.7,37.0,29.0
U01080,18-24,M,UK,desktop,,2022-01-16,,2022-03-30,,2024-11-16,1,0,0,student,4.99,apple_pay,67.0,0.45,15.0,30.0
U00239,45-54,M,US,desktop,social_media,2021-08-27,2021-09-26,2021-10-30,2023-03-27,2024-01-17,1,1,1,individual,9.99,apple_pay,60.0,0.87,97.0,40.0
U00214,18-24,,Germany,mobile,referral,2021-05-30,,2021-08-06,2023-03-30,2024-02-04,1,0,1,individual,9.99,google_pay,52.0,0.97,62.0,35.0
U01513,25-34,F,US,mobile,,2021-03-30,,2021-08-12,,2024-10-13,1,0,0,family,15.99,,140.0,0.5,76.0,17.0
U01179,18-24,M,Brazil,mobile,ad,2022-03-30,2022-07-27,,,2023-12-26,0,1,0,free,0.0,,76.0,0.34,68.0,42.0
U00794,45-54,Other,UK,tablet,referral,2023-03-30,2023-09-15,,,2024-09-26,0,1,0,free,0.0,,130.0,0.79,,44.0
U01097,25-34,F,UK,mobile,organic,2022-04-29,2022-05-29,2022-09-16,,2024-03-30,1,1,0,family,,card,68.0,0.22,97.0,45.0
U01433,55+,Prefer not to say,UK,tablet,ad,2022-09-30,,,,2024-07-30,0,0,0,free,0.0,,131.0,0.98,49.0,1.0
U01929,35-44,M,Germany,tablet,social_media,2023-03-30,,2023-08-07,2024-10-06,2023-03-30,1,0,1,family,15.99,paypal,165.0,0.45,46.0,25.0
U01636,25-34,F,,mobile,ad,2022-12-27,2023-01-26,2023-03-30,2023-12-09,2023-03-30,1,1,1,student,4.99,google_pay,22.0,0.0,8.0,13.0
U01730,18-24,F,France,smart_tv,,2022-12-20,2023-01-19,,,2023-01-31,0,1,0,free,0.0,,71.0,0.32,85.0,17.0
U00524,55+,F,UK,mobile,,2021-12-24,2022-03-30,2022-03-30,,2023-10-31,1,1,0,student,4.99,card,86.0,0.26,34.0,41.0
U00233,,,Australia,smart_tv,,2023-09-01,,2023-03-30,,2023-03-30,1,0,0,individual,9.99,card,64.0,0.38,23.0,6.0
